,A,,B,,C,,D
410.3766121,325.3291025,410.3766121,431.0824423,410.3766121,2583.82523,410.3766121,2711.099026
410.7387647,324.6142362,410.7387647,425.3747127,410.7387647,2500.26881,410.7387647,2640.686587
411.1008822,320.8120541,411.1008822,412.77934,411.1008822,2408.52665,411.1008822,2555.350329
411.4629647,318.6728093,411.4629647,401.6051169,411.4629647,2288.16546,411.4629647,2450.08123
411.825012,300.8222225,411.825012,389.4798258,411.825012,2171.20525,411.825012,2337.250986
412.1870243,288.916925,412.1870243,380.2020692,412.1870243,2053.634,412.1870243,2210.01154
412.5490014,276.0406531,412.5490014,358.7666885,412.5490014,1922.47143,412.5490014,2065.892149
412.9109434,247.6763913,412.9109434,328.9909514,412.9109434,1768.82465,412.9109434,1911.716483
413.2728501,241.011146,413.2728501,299.2429608,413.2728501,1630.91028,413.2728501,1770.684099
413.6347218,220.9841605,413.6347218,278.509398,413.6347218,1493.64745,413.6347218,1613.592027
413.9965582,202.8780336,413.9965582,253.7460161,413.9965582,1357.04232,413.9965582,1466.771495
414.3583593,191.925915,414.3583593,253.9966411,414.3583593,1225.27291,414.3583593,1342.207308
414.7201253,184.3107466,414.7201253,235.9085776,414.7201253,1112.48441,414.7201253,1209.011985
415.081856,163.800909,415.081856,209.211575,415.081856,996.38128,415.081856,1084.028216
415.4435514,149.4909258,415.4435514,195.8597865,415.4435514,900.53746,415.4435514,959.878076
415.8052116,143.5253739,415.8052116,178.6942972,415.8052116,813.14331,415.8052116,841.0414618
416.1668364,137.7935296,416.1668364,163.6666301,416.1668364,726.84365,416.1668364,751.9191106
416.5284259,129.446228,416.5284259,139.8256092,416.5284259,656.40923,416.5284259,680.0783288
416.8899801,138.5128946,416.8899801,140.0705946,416.8899801,608.27567,416.8899801,633.6175623
417.2514989,137.0823318,417.2514989,136.0173437,417.2514989,563.41383,417.2514989,591.1402721
417.6129823,129.2202547,417.6129823,142.7002504,417.6129823,536.13316,417.6129823,565.5302086
417.9744303,139.4707284,417.9744303,144.6047868,417.9744303,507.14549,417.9744303,536.7877975
418.335843,137.8003409,418.335843,146.7490701,418.335843,493.59932,418.335843,506.1428885
418.6972202,131.595385,418.6972202,144.8356895,418.6972202,468.63089,418.6972202,483.7906222
419.0585619,138.5194013,419.0585619,154.143685,419.0585619,463.19657,419.0585619,468.377413
419.4198682,143.5310524,419.4198682,157.7246584,419.4198682,457.50697,419.4198682,459.8362106
419.7811391,137.8088621,419.7811391,153.1953873,419.7811391,454.1805,419.7811391,462.4517144
420.1423744,122.7779786,420.1423744,142.4575974,420.1423744,439.65386,420.1423744,446.7373234
420.5035742,122.535871,420.5035742,145.7911037,420.5035742,429.65713,420.5035742,437.6919232
420.8647385,115.6150722,420.8647385,137.2020355,420.8647385,421.08031,420.8647385,433.8696551
421.2258672,102.7308114,421.2258672,141.2466516,421.2258672,422.71989,421.2258672,421.9591946
421.5869604,107.499886,421.5869604,142.1995127,421.5869604,416.77476,421.5869604,413.3989255
421.948018,97.96072841,421.948018,127.8954789,421.948018,410.35682,421.948018,416.015023
422.30904,92.94571595,422.30904,115.2502198,422.30904,394.39981,422.30904,415.0359754
422.6700264,90.08152734,422.6700264,104.9942305,422.6700264,388.20824,422.6700264,412.4110544
423.0309771,81.73184327,423.0309771,103.0840033,423.0309771,380.82766,423.0309771,404.3184678
423.3918922,86.7438362,423.3918922,108.8110925,423.3918922,386.31162,423.3918922,408.613389
423.7527716,87.21567086,423.7527716,103.5588695,423.7527716,367.97911,423.7527716,389.570369
424.1136153,96.51923055,424.1136153,102.1311813,424.1136153,373.69736,424.1136153,398.3788086
424.4744234,103.678342,424.4744234,110.7208771,424.4744234,381.56321,424.4744234,401.2511826
424.8351957,96.99785754,424.8351957,107.8559481,424.8351957,384.16688,424.8351957,388.6371835
425.1959323,99.8593043,425.1959323,99.27107562,425.1959323,374.41623,425.1959323,391.7272844
425.5566331,99.62181845,425.5566331,95.45639569,425.5566331,383.6941,425.5566331,399.1017118
425.9172981,103.6816741,425.9172981,112.6320913,425.9172981,398.45819,425.9172981,407.9209148
426.2779274,111.3228179,426.2779274,124.5654901,426.2779274,412.52248,426.2779274,414.1392114
426.6385209,110.848052,426.6385209,137.2050859,426.6385209,418.71206,426.6385209,411.769645
426.9990785,119.191446,426.9990785,130.5255212,426.9990785,415.61024,426.9990785,412.7096899
427.3596003,115.1313009,427.3596003,120.5043553,427.3596003,405.12725,427.3596003,409.121521
427.7200862,119.4325629,427.7200862,133.1511868,427.7200862,413.004,427.7200862,429.8358687
428.0805363,121.1107827,428.0805363,136.0223885,428.0805363,418.02719,428.0805363,426.5387458
428.4409504,117.2915939,428.4409504,128.6266415,428.4409504,409.69321,428.4409504,426.5263455
428.8013287,126.8302915,428.8013287,131.0111257,428.8013287,408.50432,428.8013287,436.5107803
429.161671,133.9856888,429.161671,140.5505629,429.161671,412.79025,429.161671,444.1237554
429.5219774,136.6098637,429.5219774,143.4130465,429.5219774,399.00241,429.5219774,441.988726
429.8822478,134.6950173,429.8822478,136.9680183,429.8822478,386.85286,429.8822478,436.498104
430.2424823,136.1265928,430.2424823,136.2537542,430.2424823,387.33132,430.2424823,443.394567
430.6026807,145.1914463,430.6026807,133.6356432,430.6026807,395.19263,430.6026807,450.3026366
430.9628431,129.9295241,430.9628431,137.4482618,430.9628431,390.90526,430.9628431,446.9674466
431.3229695,131.6058009,431.3229695,144.1318699,431.3229695,404.71943,431.3229695,452.2204937
431.6830599,139.4727976,431.6830599,138.4077886,431.6830599,410.65925,431.6830599,445.3219391
432.0431142,145.6693524,432.0431142,144.3660122,432.0431142,418.97417,432.0431142,446.265178
432.4031324,148.0578569,432.4031324,147.7081802,432.4031324,419.93742,432.4031324,451.0320504
432.7631145,151.1736581,432.7631145,159.4072154,432.7631145,429.96885,432.7631145,455.3588815
433.1230605,144.0250263,433.1230605,162.511766,433.1230605,436.16429,433.1230605,448.0038919
433.4829703,140.4379929,433.4829703,148.1952729,433.4829703,433.99392,433.4829703,442.0294064
433.842844,139.9545098,433.842844,143.8966471,433.842844,431.12107,433.842844,433.2131752
434.2026816,134.9424548,434.2026816,132.4467022,434.2026816,424.92517,434.2026816,424.6398707
434.5624829,131.1175374,434.5624829,130.2909541,434.5624829,417.99983,434.5624829,419.1410164
434.9222481,137.5564687,434.9222481,130.2922425,434.9222481,422.2833,434.9222481,422.4734887
435.281977,140.892246,435.281977,139.5889217,435.281977,423.2281,435.281977,424.6069547
435.6416697,133.9803886,435.6416697,145.3132154,435.6416697,431.7935,435.6416697,440.778858
436.0013261,128.9703102,436.0013261,148.170737,436.0013261,425.36563,436.0013261,436.728414
436.3609463,128.2527704,436.3609463,149.5984966,436.3609463,437.95704,436.3609463,430.3029746
436.7205301,128.2464335,436.7205301,151.4980835,436.7205301,434.84593,436.7205301,432.4214534
437.0800777,127.0364307,437.0800777,139.7976794,437.0800777,423.14011,437.0800777,425.4694096
437.439589,130.3767968,437.439589,146.9515917,437.439589,430.99282,437.439589,428.0931688
437.7990638,127.0405027,437.7990638,145.0461882,437.7990638,431.23466,437.7990638,434.5145211
438.1585024,128.2328248,438.1585024,153.627103,438.1585024,431.47338,438.1585024,444.4971259
438.5179046,134.439324,438.5179046,162.693552,438.5179046,445.99741,438.5179046,448.8017006
438.8772703,143.4920806,438.8772703,165.7848681,438.8772703,443.12733,438.8772703,446.6445214
439.2365997,133.4666389,439.2365997,158.1425919,439.2365997,429.53775,439.2365997,436.8574477
439.5958926,136.5623524,439.5958926,159.5689016,439.5958926,422.3985,439.5958926,435.1844858
439.9551491,136.3085764,439.9551491,155.2618754,439.9551491,414.50901,439.9551491,428.7204114
440.3143691,135.3489365,440.3143691,153.3484416,440.3143691,410.68749,440.3143691,432.0274563
440.6735527,133.9183441,440.6735527,153.5859649,440.6735527,411.16084,440.6735527,433.4510447
441.0326997,143.697568,441.0326997,160.2668775,441.0326997,422.59237,441.0326997,442.7429403
441.3918103,138.4562391,441.3918103,171.2289203,441.3918103,429.25147,441.3918103,447.5002331
441.7508843,142.9798166,441.7508843,172.6529041,441.7508843,434.2281,441.7508843,456.2765345
442.1099217,146.3078452,442.1099217,168.8315029,442.1099217,436.3425,442.1099217,449.8372143
442.4689226,134.3864119,442.4689226,161.4384495,442.4689226,424.9177,442.4689226,462.6439592
442.8278869,135.8199082,442.8278869,159.2985481,442.8278869,431.3445,442.8278869,474.5321324
443.1868146,132.4831905,443.1868146,153.3416738,443.1868146,449.39988,443.1868146,487.8304117
443.5457057,128.1924423,443.5457057,158.5822331,443.5457057,466.26213,443.5457057,495.9006555
443.9045602,127.2422589,443.9045602,154.5356511,443.9045602,474.11144,443.9045602,508.0222383
444.263378,132.0143358,444.263378,161.2136386,444.263378,486.95601,444.263378,536.5318395
444.6221591,138.2087432,444.6221591,161.687782,444.6221591,506.8959,444.6221591,553.6134971
444.9809036,132.7202044,444.9809036,156.9140695,444.9809036,524.43739,444.9809036,574.9410876
445.3396113,140.576678,445.3396113,153.5701573,445.3396113,544.82211,445.3396113,597.2109924
445.6982823,156.0668768,445.6982823,157.6234283,445.6982823,578.05377,445.6982823,625.9211534
446.0569166,148.192349,446.0569166,160.9458161,446.0569166,611.45371,446.0569166,658.1168938
446.4155142,147.9479443,446.4155142,162.6065752,446.4155142,655.29326,446.4155142,692.4567568
446.7740749,149.3770105,446.7740749,173.5629677,446.7740749,712.16916,446.7740749,738.8909762
447.1325989,160.3372302,447.1325989,186.6641589,447.1325989,759.78938,447.1325989,780.5802836
447.4910861,169.6225294,447.4910861,189.2786865,447.4910861,800.73102,447.4910861,834.0566667
447.8495364,168.9067377,447.8495364,196.1829712,447.8495364,869.11654,447.8495364,884.4453263
448.2079499,183.4380208,448.2079499,202.3773034,448.2079499,941.73505,448.2079499,930.3391589
448.5663265,177.7078781,448.5663265,203.0753021,448.5663265,993.18601,448.5663265,975.8883505
448.9246663,185.5754894,448.9246663,228.7964682,448.9246663,1048.98408,448.9246663,1033.584188
449.2829691,196.0698395,449.2829691,240.7180638,449.2829691,1105.74104,449.2829691,1096.250445
449.6412351,180.8222763,449.6412351,244.9947346,449.6412351,1147.72011,449.6412351,1131.625235
449.9994641,194.1742188,449.9994641,256.6771419,449.9994641,1180.6053,449.9994641,1178.906625
450.3576562,203.4552268,450.3576562,263.0946616,450.3576562,1214.77315,450.3576562,1207.178642
450.7158113,201.557614,450.7158113,265.7220734,450.7158113,1224.95598,450.7158113,1233.162644
451.0739295,202.7428382,451.0739295,260.9553669,451.0739295,1221.38779,451.0739295,1251.287588
451.4320106,193.6813721,451.4320106,256.8932978,451.4320106,1214.00469,451.4320106,1244.140579
451.7900547,212.0318784,451.7900547,268.0979467,451.7900547,1196.16433,451.7900547,1243.992605
452.1480618,199.157292,452.1480618,259.0338451,452.1480618,1156.20442,452.1480618,1216.310325
452.5060319,198.9264496,452.5060319,256.4254308,452.5060319,1138.78128,452.5060319,1195.360335
452.8639649,195.8307486,452.8639649,243.0971336,452.8639649,1100.07006,452.8639649,1166.814869
453.2218607,192.7250784,453.2218607,244.7507766,453.2218607,1056.57069,453.2218607,1119.798307
453.5797195,189.8674774,453.5797195,242.1326839,453.5797195,1018.77732,453.5797195,1078.95713
453.9375412,189.6302652,453.9375412,234.5171633,453.9375412,985.46566,453.9375412,1031.727776
454.2953258,195.3511426,454.2953258,232.6196871,454.2953258,924.50315,454.2953258,986.1547237
454.6530732,191.5283509,454.6530732,220.2262461,454.6530732,877.85505,454.6530732,942.1300247
455.0107834,190.582815,455.0107834,222.1387865,455.0107834,835.29699,455.0107834,888.4829417
455.3684564,199.879441,455.3684564,218.1022964,455.3684564,800.54114,455.3684564,851.1438244
455.7260922,192.2591348,455.7260922,209.2928847,455.7260922,761.47214,455.7260922,813.7503216
456.0836909,193.2201941,456.0836909,220.7308388,456.0836909,738.76574,456.0836909,784.6642453
456.4412522,196.5600213,456.4412522,216.6896399,456.4412522,700.40313,456.4412522,750.3463016
456.7987763,189.8841584,456.7987763,209.5381386,456.7987763,670.51429,456.7987763,707.2011997
457.1562632,179.6336402,457.1562632,186.9055005,457.1562632,638.95188,457.1562632,667.3522453
457.5137127,173.6732691,457.5137127,174.5148223,457.5137127,602.41257,457.5137127,641.0170862
457.871125,166.7679477,457.871125,172.8496978,457.871125,574.4293,457.871125,615.6532388
458.2284999,151.5248203,458.2284999,160.2280228,458.2284999,564.47418,458.2284999,596.689828
458.5858375,162.2583902,458.5858375,167.626372,458.5858375,550.28183,458.5858375,578.4711979
458.9431377,159.3988019,458.9431377,160.4788006,458.9431377,540.54882,458.9431377,570.6388728
459.3004005,159.1644621,459.3004005,157.1473204,459.3004005,523.47159,459.3004005,551.6687776
459.657626,154.1563314,459.657626,153.568653,459.657626,515.14687,459.657626,539.0734628
460.014814,149.3952966,460.014814,145.7100598,460.014814,502.33997,460.014814,535.7647127
460.3719646,148.4411402,460.3719646,145.2324426,460.3719646,487.61475,460.3719646,536.4729307
460.7290778,151.7797786,460.7290778,142.614196,460.7290778,480.73731,460.7290778,519.8670354
461.0861535,151.5508033,461.0861535,144.7676089,461.0861535,473.16594,461.0861535,526.7826398
461.4431917,157.2735334,461.4431917,149.0608252,461.4431917,468.19037,461.4431917,525.8468983
461.8001924,161.8045222,461.8001924,139.7705191,461.8001924,473.66482,461.8001924,522.7731726
462.1571556,157.2800921,462.1571556,149.5436429,462.1571556,475.57299,462.1571556,519.2206405
462.5140813,152.0318315,462.5140813,138.0992256,462.5140813,477.69235,462.5140813,513.2652376
462.8709694,149.8902031,462.8709694,143.1065639,462.8709694,484.11422,462.8709694,514.6996477
463.22782,145.3571816,463.22782,140.9565646,463.22782,493.35857,463.22782,510.8823731
463.5846329,137.7307619,463.5846329,143.5771898,463.5846329,500.48003,463.5846329,519.6644122
463.9414083,129.6220692,463.9414083,134.5154892,463.9414083,499.74614,463.9414083,515.368795
464.298146,131.7701773,464.298146,133.5655233,464.298146,517.32789,464.298146,521.0788884
464.6548462,140.8412288,464.6548462,147.4029161,464.6548462,534.95092,464.6548462,550.8075456
465.0115086,142.2690765,465.0115086,156.2176876,465.0115086,555.11939,465.0115086,559.5813449
465.3681334,147.7546145,465.3681334,163.6090642,465.3681334,586.46072,465.3681334,572.4129128
465.7247205,144.410377,465.7247205,168.6035963,465.7247205,590.22616,465.7247205,588.7551587
466.0812699,150.3671568,466.0812699,162.4081239,466.0812699,611.57421,466.0812699,616.7452083
466.4377816,144.6412286,466.4377816,168.8331571,466.4377816,632.89216,466.4377816,651.3406878
466.7942556,144.1561506,466.7942556,162.1527734,466.7942556,650.6398,466.7942556,676.1955571
467.1506917,146.3049743,467.1506917,173.830891,467.1506917,681.47699,467.1506917,716.5044948
467.5070901,148.2155918,467.5070901,182.4117054,467.5070901,711.5959,467.5070901,749.6939097
467.8634508,165.8594102,467.8634508,195.2881997,467.8634508,747.89904,467.8634508,794.9853401
468.2197736,166.5729655,468.2197736,208.6244047,468.2197736,767.08121,468.2197736,825.285631
468.5760586,163.9364251,468.5760586,208.3663922,468.5760586,797.55883,468.5760586,859.764395
468.9323057,173.229525,468.9323057,215.0365513,468.9323057,824.32037,468.9323057,895.2641083
469.288515,171.5703621,469.288515,217.1902229,469.288515,852.05232,469.288515,937.8799072
469.6446864,175.8650058,469.6446864,225.7707058,469.6446864,889.23335,469.6446864,970.3060491
470.0008199,175.1412851,470.0008199,235.7589688,470.0008199,912.13552,470.0008199,985.860151
470.3569155,178.9593909,470.3569155,247.4332178,470.3569155,941.02105,470.3569155,1001.494138
470.7129732,192.7910369,470.7129732,261.4987906,470.7129732,975.85189,470.7129732,1031.820518
471.0689929,197.09032,471.0689929,268.8936484,471.0689929,1002.61933,471.0689929,1060.467121
471.4249747,197.5677151,471.4249747,274.1317526,471.4249747,1013.96916,471.4249747,1080.550995
471.7809184,195.6538338,471.7809184,267.217572,471.7809184,1029.52628,471.7809184,1084.051401
472.1368242,197.5638413,472.1368242,268.8897141,472.1368242,1048.92325,472.1368242,1095.410456
472.492692,201.1502268,472.492692,268.431318,472.492692,1068.36202,472.492692,1112.718468
472.8485217,197.8190269,472.8485217,272.7215263,472.8485217,1081.37432,472.8485217,1124.309564
473.2043134,200.1963758,473.2043134,277.4756147,473.2043134,1094.5762,473.2043134,1130.894699
473.560067,204.494725,473.560067,290.5813594,473.560067,1110.21679,473.560067,1161.167743
473.9157826,209.9782451,473.9157826,293.9199233,473.9157826,1115.90761,473.9157826,1185.030554
474.27146,210.7032156,474.27146,289.8878304,474.27146,1122.33528,474.27146,1205.616192
474.6270993,206.1733743,474.6270993,295.1193197,474.6270993,1123.02556,474.6270993,1211.731721
474.9827005,204.49322,474.9827005,296.2913202,474.9827005,1125.79428,474.9827005,1213.785631
475.3382635,210.6882247,475.3382635,296.0554879,475.3382635,1139.73249,475.3382635,1210.490828
475.6937884,203.7780657,475.6937884,304.6201178,475.6937884,1145.62413,475.6937884,1222.276153
476.049275,203.3136026,476.049275,309.8735748,476.049275,1156.78323,476.049275,1230.128789
476.4047235,208.0771343,476.4047235,311.7758573,476.4047235,1152.29254,476.4047235,1222.809676
476.7601337,210.6923585,476.7601337,314.1478958,476.7601337,1147.78055,476.7601337,1224.433065
477.1155057,227.8513827,477.1155057,322.9654105,477.1155057,1145.22851,477.1155057,1228.491483
477.4708395,229.043945,477.4708395,314.8771139,477.4708395,1147.12518,477.4708395,1219.06277
477.8261349,234.2911404,477.8261349,309.4134582,477.8261349,1144.79856,477.8261349,1198.569982
478.1813921,235.2328655,478.1813921,307.257286,478.1813921,1135.0681,478.1813921,1171.61268
478.536611,239.7794946,478.536611,307.9990298,478.536611,1138.47087,478.536611,1166.519173
478.8917915,240.9762361,478.8917915,302.5321705,478.8917915,1118.18795,478.8917915,1144.825319
479.2469337,245.7365229,479.2469337,294.673504,479.2469337,1093.37406,479.2469337,1127.101994
479.6020375,255.7542538,479.6020375,292.0728912,479.6020375,1071.46495,479.6020375,1101.421983
479.957103,257.4136946,479.957103,283.0179131,479.957103,1048.04084,479.957103,1076.349635
480.3121301,242.623197,480.3121301,271.0856324,480.3121301,1016.7413,480.3121301,1039.620216
480.6671187,227.3694546,480.6671187,254.4062678,480.6671187,993.29118,480.6671187,1000.572609
481.0220689,205.6832903,481.0220689,244.3932941,481.0220689,957.30505,481.0220689,960.5685065
481.3769807,193.0495981,481.3769807,235.5732414,481.3769807,915.87781,481.3769807,909.2063666
481.731854,185.8977388,481.731854,227.2327105,481.731854,878.23626,481.731854,884.5781921
482.0866889,176.3713313,482.0866889,220.8074167,482.0866889,847.01229,482.0866889,860.2204538
482.4414852,162.7823489,482.4414852,211.2719984,482.4414852,810.0471,482.4414852,825.8637356
482.796243,159.4422002,482.796243,203.1685436,482.796243,784.92552,482.796243,797.666982
483.1509623,148.2410758,483.1509623,197.2130172,483.1509623,758.63075,483.1509623,774.2177933
483.505643,141.3210055,483.505643,189.5789044,483.505643,727.78766,483.505643,749.0644301
483.8602852,136.0752635,483.8602852,190.7666912,483.8602852,705.49949,483.8602852,731.0455646
484.2148888,142.7597508,484.2148888,189.3522928,484.2148888,693.227,484.2148888,723.0436907
484.5694537,149.9241054,484.5694537,194.8500193,484.5694537,687.36413,484.5694537,715.5259958
484.9239801,151.1199224,484.9239801,195.80825,484.9239801,678.13513,484.9239801,708.1965485
485.2784678,155.4097405,485.2784678,199.3813135,485.2784678,664.61733,485.2784678,698.9497898
485.6329169,153.0221806,485.6329169,199.6141572,485.6329169,656.06272,485.6329169,681.8620026
485.9873273,155.8764433,485.9873273,197.4628426,485.9873273,641.098,485.9873273,665.0031005
486.341699,159.6824623,486.341699,188.4016866,486.341699,625.17888,486.341699,654.3038764
486.696032,150.8667194,486.696032,191.0245581,486.696032,612.13894,486.696032,643.876796
487.0503263,157.7795125,487.0503263,190.5499671,487.0503263,606.68806,487.0503263,637.4791393
487.4045818,150.625799,487.4045818,183.1595199,487.4045818,601.2153,487.4045818,626.7888912
487.7587986,150.1506277,487.7587986,174.5840532,487.7587986,590.78092,487.7587986,611.1381592
488.1129766,147.0541354,488.1129766,181.9723082,488.1129766,580.82132,488.1129766,599.5198675
488.4671158,139.1777232,488.4671158,169.8073279,488.4671158,562.26628,488.4671158,588.7972391
488.8212162,144.9058656,488.8212162,171.7231122,488.8212162,556.36325,488.8212162,576.964381
489.1752778,146.8161589,489.1752778,167.6765173,489.1752778,559.69967,489.1752778,571.5196059
489.5293006,144.1990124,489.5293006,166.4903892,489.5293006,552.59576,489.5293006,563.9421464
489.8832844,145.6248165,489.8832844,161.0046231,489.8832844,538.09877,489.8832844,554.4314279
490.2372294,148.0184105,490.2372294,175.3139257,490.2372294,536.71029,490.2372294,547.3466386
490.5911355,141.8133622,490.5911355,167.2028161,490.5911355,528.60945,490.5911355,538.0590218
490.9450027,136.3273523,490.9450027,160.0494325,490.9450027,518.38547,490.9450027,527.1234363
491.298831,137.9948524,491.298831,166.0056324,491.298831,513.63257,491.298831,515.4847722
491.6526203,133.4630246,491.6526203,164.5722559,491.6526203,510.77194,491.6526203,513.0990743
492.0063707,129.1673288,492.0063707,150.5064422,492.0063707,498.16635,492.0063707,514.7415484
492.360082,134.8948457,492.360082,159.3317763,492.360082,491.30379,492.360082,508.5933249
492.7137544,129.1600212,492.7137544,144.0636885,492.7137544,482.22692,492.7137544,494.7667053
493.0673877,129.8725134,493.0673877,147.8737248,493.0673877,470.34168,493.0673877,491.9074562
493.4209821,135.1165901,493.4209821,146.4446362,493.4209821,471.29407,493.4209821,491.1973579
493.7745373,125.1027626,493.7745373,147.6321635,493.7745373,475.55702,493.7745373,486.4346937
494.1280535,122.9572894,494.1280535,137.861247,494.1280535,468.43015,494.1280535,483.1086043
494.4815306,131.7811849,494.4815306,138.1049927,494.4815306,465.12251,494.4815306,481.7020884
494.8349686,123.6711339,494.8349686,139.5280889,494.8349686,457.73623,494.8349686,471.7035199
495.1883675,116.9942214,495.1883675,131.6602534,495.1883675,449.88581,495.1883675,475.492409
495.5417273,119.6093953,495.5417273,124.741537,495.5417273,435.36908,495.5417273,472.1412057
495.8950479,123.8963979,495.8950479,122.5935472,495.8950479,441.06046,495.8950479,467.3798267
496.2483293,130.5708656,496.2483293,124.9783312,496.2483293,448.90535,496.2483293,477.1229402
496.6015716,136.5381861,496.6015716,133.567163,496.6015716,457.72634,496.6015716,496.1547364
496.9547746,138.4477366,496.9547746,134.2850913,496.9547746,462.24968,496.9547746,501.3895473
497.3079384,142.028315,497.3079384,137.388997,497.3079384,470.82014,497.3079384,512.8075611
497.661063,141.5489017,497.661063,133.8113997,497.661063,476.74917,497.661063,530.3662434
498.0141483,140.113171,498.0141483,134.2824531,498.0141483,492.16649,498.0141483,543.3999171
498.3671943,146.7883833,498.3671943,140.9579487,498.3671943,523.04306,498.3671943,574.7366631
498.7202011,160.8514593,498.7202011,147.3964008,498.7202011,555.34083,498.7202011,609.6290957
499.0731685,175.3945524,499.0731685,169.3270606,499.0731685,604.72807,499.0731685,646.6628649
499.4260966,178.0291849,499.4260966,186.7331247,499.4260966,659.56515,499.4260966,704.3253651
499.7789854,176.8465759,499.7789854,203.1799947,499.7789854,718.86442,499.7789854,755.7832968
500.1318348,180.8891158,500.1318348,208.8876043,500.1318348,770.24923,500.1318348,807.6222779
500.4846448,172.531764,500.4846448,207.1984982,500.4846448,820.37306,500.4846448,856.3049338
500.8374154,173.2358882,500.8374154,203.3753847,500.8374154,880.91122,500.8374154,925.0986891
501.1901466,183.472534,501.1901466,210.9884101,501.1901466,932.44473,501.1901466,993.6277838
501.5428384,207.3106549,501.5428384,227.2032716,501.5428384,997.31723,501.5428384,1051.618723
501.8954908,210.8737689,501.8954908,234.8123742,501.8954908,1053.27584,501.8954908,1101.880666
502.2481036,200.845659,502.2481036,230.7355517,502.2481036,1090.69897,502.2481036,1135.269472
502.600677,204.6598082,502.600677,233.8349358,502.600677,1135.80957,502.600677,1186.496786
502.9532109,199.1757535,502.9532109,225.0184806,502.9532109,1156.54099,502.9532109,1216.179898
503.3057053,211.3201346,503.3057053,226.2088617,503.3057053,1177.30499,503.3057053,1223.019349
503.6581601,215.3710818,503.6581601,227.1644769,503.6581601,1180.86013,503.6581601,1222.328571
504.0105754,207.7403062,504.0105754,210.4864696,504.0105754,1170.18395,504.0105754,1214.720438
504.3629511,216.5626519,504.3629511,217.4039439,504.3629511,1152.07846,504.3629511,1198.039846
504.7152873,217.9944463,504.7152873,217.407125,504.7152873,1120.93881,504.7152873,1164.554045
505.0675838,199.8828539,505.0675838,209.7726684,505.0675838,1090.64629,505.0675838,1109.958372
505.4198407,190.11721,505.4198407,205.9608961,505.4198407,1050.72685,505.4198407,1070.281909
505.772058,184.1556226,505.772058,192.1414381,505.772058,998.71275,505.772058,1018.040118
506.1242356,188.7025829,506.1242356,187.8769171,506.1242356,956.51388,506.1242356,982.9416675
506.4763735,180.6008757,506.4763735,186.4442187,506.4763735,907.54837,506.4763735,921.9275917
506.8284718,178.2141872,506.8284718,175.72114,506.8284718,852.16749,506.8284718,872.232014
507.1805303,162.7221125,507.1805303,165.7076446,507.1805303,796.74019,507.1805303,809.0027832
507.5325492,156.2825644,507.5325492,158.3153113,507.5325492,739.63504,507.5325492,761.8501548
507.8845283,161.5377666,507.8845283,168.573053,507.8845283,710.79614,507.8845283,720.226096
508.2364676,162.0161946,508.2364676,160.4756586,508.2364676,679.04887,508.2364676,691.7996786
508.5883671,163.2133051,508.5883671,166.9137588,508.5883671,654.18223,508.5883671,663.8547482
508.9402269,172.0384083,508.9402269,174.0712387,508.9402269,628.13864,508.9402269,646.11349
509.2920468,167.264788,509.2920468,171.9179795,509.2920468,609.60702,509.2920468,621.4181993
509.643827,170.1213488,509.643827,174.7743491,509.643827,593.94452,509.643827,612.8728554
509.9955672,174.1649384,509.9955672,180.2466886,509.9955672,578.26765,509.9955672,586.5235117
510.3472677,173.2155381,510.3472677,179.0592759,510.3472677,569.97452,510.3472677,581.552662
510.6989282,174.4116641,510.6989282,179.7791139,510.6989282,568.09256,510.6989282,574.926036
511.0505488,179.1748111,511.0505488,184.3037943,511.0505488,565.00517,511.0505488,579.9057332
511.4021296,191.083339,511.4021296,186.4469523,511.4021296,566.66482,511.4021296,579.1925939
511.7536703,183.9322883,511.7536703,181.6775418,511.7536703,564.03722,511.7536703,584.156757
512.1051712,176.3121271,512.1051712,184.5374659,512.1051712,571.6354,512.1051712,589.6186384
512.4566321,171.5397156,512.4566321,182.8612882,512.4566321,579.91182,512.4566321,589.8278409
512.808053,164.140138,512.808053,174.0325246,512.808053,595.2774,512.808053,598.3132676
513.1594339,164.8539044,513.1594339,175.2224999,513.1594339,615.67005,513.1594339,624.8704229
513.5107747,168.4291348,513.5107747,179.5119778,513.5107747,650.76914,513.5107747,662.0998692
513.8620756,170.5735945,513.8620756,187.1336087,513.8620756,700.30573,513.8620756,727.5037133
514.2133364,181.7518774,514.2133364,196.6419632,514.2133364,749.51762,514.2133364,786.6441932
514.5645571,190.5674854,514.5645571,218.0741667,514.5645571,832.15639,514.5645571,871.147658
514.9157378,195.8035455,514.9157378,230.2112514,514.9157378,928.88807,514.9157378,980.133069
515.2668783,196.9911707,515.2668783,249.247367,515.2668783,1038.28383,515.2668783,1104.820836
515.6179787,216.5067806,515.6179787,268.2754121,515.6179787,1168.07754,515.6179787,1240.900523
515.969039,242.9182829,515.969039,294.1959435,515.969039,1320.32827,515.969039,1399.407374
516.3200591,266.7145416,516.3200591,325.3517946,516.3200591,1490.06257,516.3200591,1596.995049
516.6710391,300.0470667,516.6710391,373.1706442,516.6710391,1698.44213,516.6710391,1810.589397
517.0219788,319.5196828,517.0219788,399.9884496,517.0219788,1918.10782,517.0219788,2040.342897
517.3728784,351.8551674,517.3728784,445.3617942,517.3728784,2159.27851,517.3728784,2301.834589
