,A,,B,,C,,D
516.3200591,252.5695356,516.3200591,1075.34842,516.3200591,237.8823955,516.3200591,1112.967666
516.6710391,252.0955707,516.6710391,1060.48385,516.6710391,246.6872097,516.6710391,1101.884294
517.0219788,244.4707327,517.0219788,1047.21467,517.0219788,235.2554629,517.0219788,1085.078112
517.3728784,257.5502936,517.3728784,1028.3088,517.3728784,227.3997258,517.3728784,1085.768794
517.7237377,246.613044,517.7237377,1009.67351,517.7237377,231.2117453,517.7237377,1084.375017
518.0745568,252.5573409,518.0745568,992.89216,518.0745568,231.4468852,518.0745568,1075.393658
518.4253356,258.2720009,518.4253356,997.40072,518.4253356,239.5415242,518.4253356,1065.265617
518.7760742,250.1790774,518.7760742,991.71337,518.7760742,238.3473105,518.7760742,1043.998923
519.1267724,254.7062649,519.1267724,988.66981,519.1267724,238.1162964,519.1267724,1046.152583
519.4774304,258.7571188,519.4774304,997.90753,519.4774304,226.2253315,519.4774304,1058.928144
519.828048,264.0018755,519.828048,1004.79908,519.828048,234.5638012,519.828048,1049.763852
520.1786253,270.6825734,520.1786253,1008.88646,520.1786253,254.8066428,520.1786253,1049.366246
520.5291622,261.8824444,520.5291622,1018.10548,520.5291622,256.7118467,520.5291622,1050.554112
520.8796587,281.1950628,520.8796587,1036.44602,520.8796587,271.0284681,520.8796587,1073.143907
521.2301148,267.628901,521.2301148,1035.48219,521.2301148,267.9302702,521.2301148,1055.41469
521.5805306,267.367681,521.5805306,1033.97942,521.5805306,265.0520585,521.5805306,1043.520406
521.9309059,275.2401635,521.9309059,1043.5051,521.9309059,269.8316741,521.9309059,1037.695172
522.2812407,271.6498556,522.2812407,1029.01967,522.2812407,255.7731712,522.2812407,1033.129191
522.6315351,279.0168669,522.6315351,1032.06392,522.6315351,249.5801208,522.6315351,1042.313295
522.981789,279.9554958,522.981789,1019.50156,522.981789,245.999647,522.981789,1031.877164
523.3320024,275.8965291,523.3320024,1000.31564,523.3320024,250.7443363,523.3320024,1012.928983
523.6821752,273.5100464,523.6821752,986.8231,523.6821752,255.0192872,523.6821752,1009.830602
524.0323076,260.6381541,524.0323076,966.64503,524.0323076,233.3441376,524.0323076,990.3632497
524.3823994,262.0652953,524.3823994,949.16017,524.3823994,230.9648764,524.3823994,975.9533872
524.7324506,251.3412407,524.7324506,927.34779,524.7324506,226.4260744,524.7324506,960.5236049
525.0824612,266.1068279,525.0824612,939.46492,525.0824612,240.0040299,525.0824612,960.8261696
525.4324312,267.0659235,525.4324312,924.83769,525.4324312,235.4905443,525.4324312,948.092843
525.7823606,245.3897838,525.7823606,913.85924,525.7823606,228.5629277,525.7823606,939.9498189
526.1322494,236.3479791,526.1322494,919.99584,526.1322494,229.2744465,526.1322494,942.0678215
526.4820975,233.501137,526.4820975,909.38935,526.4820975,233.3266729,526.4820975,931.464161
526.831905,231.3633166,526.831905,907.74731,526.831905,240.9428559,526.831905,935.4945068
527.1816717,232.5596162,527.1816717,916.28194,527.1816717,251.4167927,527.1816717,923.2308552
527.5313977,228.515484,527.5313977,921.48398,527.5313977,250.4659,527.5313977,919.9240243
527.8810831,233.753714,527.8810831,930.95277,527.8810831,260.4605845,527.8810831,922.3024697
528.2307276,233.0174542,528.2307276,934.17536,528.2307276,247.1159197,528.2307276,917.2542535
528.5803315,238.728009,528.5803315,945.75828,528.5803315,248.3064352,528.5803315,908.5132684
528.9298945,228.4807479,528.9298945,923.71341,528.9298945,244.2438448,528.9298945,898.9918399
529.2794167,227.9945229,529.2794167,924.61825,529.2794167,243.5191393,529.2794167,890.6795286
529.6288982,229.4190466,529.6288982,908.53785,529.6288982,245.1810982,529.6288982,877.6677857
529.9783388,232.9916205,529.9783388,903.11859,529.9783388,251.1317361,529.9783388,874.847041
530.3277385,233.9487415,530.3277385,898.88486,530.3277385,251.1377778,530.3277385,893.3064354
530.6770974,226.5683077,530.6770974,885.38859,530.6770974,234.9574492,530.6770974,880.5188207
531.0264154,218.2398021,531.0264154,867.8862,531.0264154,230.1977703,531.0264154,883.8202468
531.3756926,224.9198925,531.3756926,870.08435,531.3756926,236.1644155,531.3756926,889.0925344
531.7249288,224.4348725,531.7249288,853.9716,531.7249288,225.9257032,531.7249288,867.0710959
532.074124,233.0242005,532.074124,853.58752,532.074124,235.4666658,532.074124,865.0331082
532.4232784,223.7438408,532.4232784,836.55297,532.4232784,236.1786526,532.4232784,852.9667176
532.7723917,238.7475931,532.7723917,845.35701,532.7723917,234.0528173,532.7723917,851.3645047
533.1214641,236.6127072,533.1214641,831.18596,533.1214641,240.2448358,533.1214641,850.9131785
533.4704955,250.423013,533.4704955,839.97727,533.4704955,237.4013696,533.4704955,861.3592869
533.8194858,249.944204,533.8194858,827.42977,533.8194858,233.591656,533.8194858,847.1583305
534.1684351,245.6519467,534.1684351,828.34337,534.1684351,228.8234929,534.1684351,823.7066144
534.5173434,268.5150227,534.5173434,851.84564,534.5173434,248.1200605,534.5173434,839.4031701
534.8662106,280.4109094,534.8662106,865.81034,534.8662106,239.0818662,534.8662106,839.6494845
535.2150367,279.2102628,535.2150367,861.28266,535.2150367,227.412924,535.2150367,839.3797777
535.5638217,283.27655,535.5638217,871.99373,535.5638217,238.3778575,535.5638217,858.6068596
535.9125656,269.220818,535.9125656,856.31587,535.9125656,233.1236807,535.9125656,866.8168048
536.2612684,276.5960762,536.2612684,850.88172,536.2612684,239.787557,536.2612684,888.5784217
536.6099299,262.5340436,536.6099299,848.19131,536.6099299,231.1966616,536.6099299,897.4697797
536.9585504,271.34645,536.9585504,864.78413,536.9585504,235.9658196,536.9585504,916.184524
537.3071296,265.3913748,537.3071296,869.48561,537.3071296,236.9094908,537.3071296,914.263947
537.6556676,261.8104043,537.6556676,875.59115,537.6556676,234.7563634,537.6556676,931.7090697
538.0041644,258.248956,538.0041644,887.43334,538.0041644,238.3306207,538.0041644,937.1659867
538.3526199,243.9584284,538.3526199,883.82359,538.3526199,229.7485975,538.3526199,929.0645237
538.7010342,223.7281829,538.7010342,871.9678,538.7010342,240.4438842,538.7010342,928.7918522
539.0494072,221.1090127,539.0494072,870.06827,539.0494072,235.4462271,539.0494072,932.3278822
539.397739,217.7676664,539.397739,866.48163,539.397739,228.0607055,539.397739,929.4494622
539.7460294,229.4389503,539.7460294,878.59183,539.7460294,236.8769174,539.7460294,930.9229175
540.0942784,223.7200904,540.0942784,892.26842,540.0942784,227.8277609,540.0942784,922.3794117
540.4424862,214.2077392,540.4424862,879.28282,540.4424862,231.6384119,540.4424862,919.0878457
540.7906525,205.1630957,540.7906525,889.90867,540.7906525,236.1547416,540.7906525,907.4945809
541.1387775,195.1608478,541.1387775,882.54575,541.1387775,231.6255766,541.1387775,899.6594851
541.4868611,206.1183588,541.4868611,892.9961,541.4868611,229.497963,541.4868611,897.5818842
541.8349033,215.4103711,541.8349033,887.60825,541.8349033,239.9785541,541.8349033,904.7229894
542.182904,212.5591668,542.182904,877.45837,542.182904,245.6922717,542.182904,908.0489114
542.5308633,214.6851482,542.5308633,867.94032,542.5308633,232.1158623,542.5308633,903.2589209
542.8787811,221.3410537,542.8787811,876.66603,542.8787811,242.1002119,542.8787811,905.3632319
543.2266575,219.4377837,543.2266575,879.97582,543.2266575,248.2843109,543.2266575,910.7992449
543.5744923,215.3833461,543.5744923,876.86401,543.5744923,237.5699534,543.5744923,908.15971
543.9222856,228.0005657,543.9222856,877.13279,543.9222856,235.9140275,543.9222856,908.6658627
544.2700374,240.1454753,544.2700374,891.83679,544.2700374,245.441979,544.2700374,911.5502693
544.6177477,243.7152715,544.6177477,883.5688,544.6177477,232.5983642,544.6177477,924.3188725
544.9654163,254.4352376,544.9654163,883.62391,544.9654163,237.1336652,544.9654163,948.4802742
545.3130434,259.2078676,545.3130434,886.27579,545.3130434,243.5713773,545.3130434,951.134129
545.6606289,253.9601359,545.6606289,886.22663,545.6606289,236.4205411,545.6606289,943.520313
546.0081727,252.7763226,546.0081727,892.86482,546.0081727,233.5707795,546.0081727,951.1012841
546.3556749,259.6954841,546.3556749,906.41067,546.3556749,245.7236901,546.3556749,950.4668435
546.7031355,258.0254097,546.7031355,901.42947,546.7031355,243.3399426,546.7031355,940.2879088
547.0505543,266.1299301,547.0505543,904.79559,547.0505543,237.1697495,547.0505543,941.7644697
547.3979315,279.943334,547.3979315,910.52623,547.3979315,248.1302575,547.3979315,948.4406879
547.745267,267.3424774,547.745267,901.79728,547.745267,250.752824,547.745267,946.0969866
548.0925608,266.8538243,548.0925608,903.1741,548.0925608,243.1272992,548.0925608,942.2719229
548.4398128,274.9391402,548.4398128,906.24131,548.4398128,246.2185274,548.4398128,929.265955
548.787023,273.5133459,548.787023,922.0844,548.787023,240.2715435,548.787023,906.5764862
549.1341915,269.4632239,549.1341915,920.40843,549.1341915,244.0725155,549.1341915,901.117886
549.4813182,280.8879408,549.4813182,931.54367,549.4813182,249.5517474,549.4813182,905.6350001
549.828403,293.9646864,549.828403,930.58746,549.828403,249.5487318,549.828403,898.2953019
550.1754461,295.8614087,550.1754461,931.04299,550.1754461,243.5960869,550.1754461,900.6429521
550.5224472,297.5231027,550.5224472,934.10699,550.5224472,236.9318164,550.5224472,911.0367415
550.8694066,297.0289348,550.8694066,936.17797,550.8694066,237.3927656,550.8694066,903.1809586
551.216324,282.2646501,551.216324,942.01884,551.216324,225.4792859,551.216324,894.8423955
551.5631996,292.9852425,551.5631996,955.07853,551.5631996,237.629535,551.5631996,908.377529
551.9100332,294.8896327,551.9100332,958.62945,551.9100332,228.8279171,551.9100332,911.6932801
552.2568249,292.755912,552.2568249,960.53961,552.2568249,228.1190623,552.2568249,928.2583276
552.6035746,291.0955577,552.6035746,959.13515,552.6035746,235.9743731,552.6035746,933.2345842
552.9502824,294.6688727,552.9502824,952.77487,552.9502824,234.0760078,552.9502824,944.3619321
553.2969482,291.8096564,553.2969482,942.83203,553.2969482,237.8783705,553.2969482,958.9955844
553.643572,280.3913077,553.643572,950.14696,553.643572,236.6858726,553.643572,947.6420662
553.9901538,282.5357722,553.9901538,954.88623,553.9901538,237.6410185,553.9901538,957.5800306
554.3366935,284.2142034,554.3366935,946.42271,554.3366935,245.5041751,554.3366935,951.9526887
554.6831912,277.7859389,554.6831912,937.42017,554.6831912,249.0668918,554.6831912,950.7491675
555.0296468,286.13199,555.0296468,926.85268,555.0296468,258.1268567,555.0296468,950.3466905
555.3760603,286.3449732,555.3760603,913.53834,555.3760603,245.4958687,555.3760603,935.6152999
555.7224318,273.7327157,555.7224318,904.05917,555.7224318,255.7187718,555.7224318,935.5915545
556.068761,264.2053322,556.068761,898.10519,556.068761,251.18619,556.068761,919.9473715
556.4150482,266.8075018,556.4150482,887.18461,556.4150482,251.8864642,556.4150482,918.2462076
556.7612932,265.1286274,556.7612932,882.64761,556.7612932,247.5916489,556.7612932,910.8727083
557.107496,268.4703656,557.107496,893.79807,557.107496,245.9378515,557.107496,906.8942572
557.4536567,261.312703,557.4536567,882.14013,557.4536567,234.7365471,557.4536567,912.0187674
557.7997751,258.7121976,557.7997751,893.06616,557.7997751,247.5964226,557.7997751,916.0894083
558.1458513,248.7061499,558.1458513,890.88299,558.1458513,234.7354155,558.1458513,909.6510574
558.4918852,253.2313079,558.4918852,886.64828,558.4918852,232.3621521,558.4918852,914.3990892
558.8378769,247.5162934,558.8378769,884.73453,558.8378769,236.8757757,558.8378769,914.8485976
559.1838263,244.4276905,559.1838263,886.63804,559.1838263,244.9668466,559.1838263,922.4240068
559.5297335,259.4325958,559.5297335,892.37962,559.5297335,242.3696077,559.5297335,928.1662827
559.8755983,254.1814618,559.8755983,889.24464,559.8755983,242.1142081,559.8755983,920.7760598
560.2214208,252.7757132,560.2214208,889.78935,560.2214208,251.8876788,560.2214208,927.704307
560.5672009,248.9782032,560.5672009,901.8752,560.5672009,256.4157119,560.5672009,928.2069371
560.9129387,242.5569339,560.9129387,891.47929,560.9129387,253.5631308,560.9129387,925.8498926
561.258634,257.1012395,561.258634,907.43179,561.258634,265.7285344,561.258634,938.0198682
561.604287,263.2717074,561.604287,893.90758,561.604287,256.912513,561.604287,930.1706157
561.9498976,273.5291915,561.9498976,903.69506,561.9498976,272.6411445,561.9498976,952.2483251
562.2954657,270.4192232,562.2954657,907.42129,562.2954657,268.341884,562.2954657,955.970019
562.6409914,255.1641812,562.6409914,901.40656,562.6409914,258.5577173,562.6409914,953.4970419
562.9864746,257.5335275,562.9864746,907.99417,562.9864746,254.2669377,562.9864746,943.776167
563.3319154,253.9687063,563.3319154,906.11357,563.3319154,255.935045,563.3319154,937.4066238
563.6773136,275.4135117,563.6773136,916.63895,563.6773136,268.1033709,563.6773136,959.9849885
564.0226693,267.0742954,564.0226693,926.75634,564.0226693,260.7154173,564.0226693,969.1511971
564.3679825,272.3089551,564.3679825,928.89,564.3679825,260.2415586,564.3679825,973.1744127
564.7132531,275.8679241,564.7132531,927.44402,564.7132531,263.8013272,564.7132531,977.1615612
565.0584812,257.7651706,565.0584812,916.95508,565.0584812,267.1042517,565.0584812,957.6950665
565.4036666,249.917071,565.4036666,919.79554,565.4036666,264.7272352,565.4036666,954.1553977
565.7488095,241.1016118,565.7488095,914.78146,565.7488095,268.9926032,565.7488095,935.2000454
566.0939097,243.4903158,566.0939097,912.21735,566.0939097,269.4792437,566.0939097,930.0376432
566.4389673,258.0191871,566.4389673,912.99174,566.4389673,263.7911513,566.4389673,932.7038027
566.7839822,258.024165,566.7839822,902.37093,566.7839822,261.417677,566.7839822,937.4476732
567.1289545,247.052489,567.1289545,892.57687,567.1289545,256.3922329,567.1289545,939.4685695
567.4738841,244.8981078,567.4738841,889.9292,567.4738841,250.4321049,567.4738841,936.8196736
567.8187709,265.8420925,567.8187709,886.6667,567.8187709,252.5866696,567.8187709,942.304114
568.1636151,257.9955616,568.1636151,885.9636,568.1636151,256.869774,568.1636151,937.5846402
568.5084164,244.4182717,568.5084164,879.98597,568.5084164,243.2924202,568.5084164,926.4073918
568.8531751,256.8082046,568.8531751,888.5703,568.8531751,241.4104857,568.8531751,939.4815441
569.1978909,264.1849645,569.1978909,888.3462,569.1978909,241.6518637,569.1978909,944.2205107
569.542564,276.809235,569.542564,892.19062,569.542564,229.5356286,569.542564,962.9526142
569.8871942,276.3515735,569.8871942,911.63242,569.8871942,240.7334433,569.8871942,969.8644666
570.2317816,275.4108544,570.2317816,921.12183,570.2317816,256.444796,570.2317816,973.9168265
570.5763262,283.2731331,570.5763262,935.34704,570.5763262,267.8758517,570.5763262,987.4287114
570.9208279,288.5326025,570.9208279,954.81293,570.9208279,274.7998817,570.9208279,987.5174272
571.2652867,274.2487559,571.2652867,957.84549,571.2652867,262.4178872,571.2652867,972.3548053
571.6097026,263.0586093,571.6097026,962.06595,571.6097026,264.7872627,571.6097026,964.9961114
571.9540756,270.65839,571.9540756,968.63992,571.9540756,256.4491319,571.9540756,975.3501459
572.2984057,284.9434901,572.2984057,982.8635,572.2984057,263.8369889,572.2984057,990.5181457
572.6426928,292.5632365,572.6426928,981.23903,572.6426928,264.5589655,572.6426928,1002.596038
572.9869369,295.412154,572.9869369,991.38232,572.9869369,268.5985571,572.9869369,1006.595612
573.3311381,300.4011412,573.3311381,999.63458,573.3311381,276.9193851,573.3311381,1002.0913
573.6752962,306.5697853,573.6752962,997.93736,573.6752962,270.2467483,573.6752962,1002.992353
574.0194114,311.3402052,574.0194114,1012.39237,574.0194114,271.9249028,574.0194114,1015.557399
574.3634835,293.2548014,574.3634835,1008.33519,574.3634835,260.7330404,574.3634835,1008.665863
574.7075125,305.8549788,574.7075125,1002.65705,574.7075125,262.8714579,574.7075125,1009.60137
575.0514985,310.8504306,575.0514985,994.39629,575.0514985,272.388149,575.0514985,1019.291917
575.3954414,307.7534787,575.3954414,998.39373,575.3954414,271.6693271,575.3954414,1014.313497
575.7393412,302.5304077,575.7393412,997.00165,575.7393412,271.2008136,575.7393412,1014.811502
576.0831978,300.8665965,576.0831978,997.00394,576.0831978,274.7693569,576.0831978,1004.184936
576.4270113,286.8185296,576.4270113,993.40339,576.4270113,274.5149472,576.4270113,997.2773265
576.7707817,285.8720968,576.7707817,995.07293,576.7707817,278.5628725,576.7707817,990.9153891
577.1145089,273.2405761,577.1145089,990.02118,577.1145089,270.9257105,577.1145089,975.4696856
577.4581929,274.6847287,577.4581929,982.28469,577.4581929,282.3586488,577.4581929,984.7415626
577.8018336,266.8235724,577.8018336,982.71424,577.8018336,282.5835364,577.8018336,979.5014756
578.1454312,273.4863078,578.1454312,983.90669,578.1454312,288.7698246,578.1454312,973.6066093
578.4889855,265.8792386,578.4889855,991.007,578.4889855,284.7313248,578.4889855,975.9825682
578.8324965,279.9460359,578.8324965,1007.65902,578.8324965,292.8524794,578.8324965,989.3277963
579.1759643,284.0017231,579.1759643,1015.25941,579.1759643,290.9625456,579.1759643,1000.236045
579.5193888,291.6034767,579.5193888,1007.4344,579.5193888,294.2829275,579.5193888,999.7336666
579.8627699,296.139891,579.8627699,1007.0199,579.8627699,304.051312,579.8627699,1000.972395
580.2061078,299.4571456,580.2061078,1002.01987,580.2061078,295.7155289,580.2061078,1006.60256
580.5494022,294.6986972,580.5494022,1001.77673,580.5494022,284.2975095,580.5494022,1027.616714
580.8926533,289.7148441,580.8926533,998.26776,580.8926533,288.5890619,580.8926533,1045.127857
581.2358611,275.4301281,581.2358611,1007.19819,581.2358611,277.1585807,581.2358611,1044.135359
581.5790254,291.3712742,581.5790254,1002.01987,581.5790254,267.1731945,581.5790254,1047.224249
581.9221463,285.9120934,581.9221463,1010.79709,581.9221463,269.0866734,581.9221463,1058.596708
582.2652238,283.051687,582.2652238,1006.7605,582.2652238,277.6443517,582.2652238,1049.602373
582.6082578,272.5816622,582.6082578,996.58882,582.6082578,279.5432097,582.6082578,1051.240781
582.9512484,268.9998401,582.9512484,983.54737,582.9512484,271.2040867,582.9512484,1049.301252
583.2941954,265.4394061,583.2941954,1000.11163,583.2941954,270.2604501,583.2941954,1046.260523
583.637099,253.0483806,583.637099,1003.57881,583.637099,246.9263135,583.637099,1046.181351
583.9799591,261.1725171,583.9799591,1023.55199,583.9799591,258.3810022,583.9799591,1052.693729
584.3227756,260.6960656,584.3227756,1012.21205,584.3227756,266.2312959,584.3227756,1037.105964
584.6655485,264.4968055,584.6655485,1015.49794,584.6655485,266.2255039,584.6655485,1031.416686
585.0082779,271.6334415,585.0082779,1014.31694,585.0082779,274.5513864,585.0082779,1020.552513
585.3509637,259.0313052,585.3509637,1014.57648,585.3509637,278.126128,585.3509637,1025.063583
585.6936059,265.207928,585.6936059,1000.84334,585.6936059,267.65026,585.6936059,1016.764066
586.0362045,268.0820379,586.0362045,1014.61383,586.0362045,267.1938645,586.0362045,1030.297422
586.3787594,269.492504,586.3787594,1029.1967,586.3787594,259.802208,586.3787594,1020.552513
586.7212706,269.7316917,586.7212706,1033.68861,586.7212706,264.3236259,586.7212706,1012.998854
587.0637382,267.5894101,587.0637382,1014.78934,587.0637382,263.6086552,587.0637382,1021.024891
587.4061621,278.3113253,587.4061621,1010.5981,587.4061621,280.0398926,587.4061621,1025.809878
587.7485423,283.3093831,587.7485423,1009.19004,587.7485423,287.6543573,587.7485423,1026.291702
588.0908788,282.1418627,588.0908788,1028.63487,588.0908788,288.6281083,588.0908788,1031.327562
588.4331715,282.6361098,588.4331715,1027.51775,588.4331715,289.5985155,588.4331715,1027.612241
588.7754204,281.2086776,588.7754204,1015.46987,588.7754204,282.2237426,588.7754204,1034.934812
589.1176256,277.8516919,589.1176256,992.22598,589.1176256,275.0603758,589.1176256,1018.307755
589.459787,277.1514241,589.459787,1004.32171,589.459787,280.5454912,589.459787,1033.236158
589.8019045,278.3328635,589.8019045,996.73352,589.8019045,277.2068145,589.8019045,1045.48891
590.1439783,281.4397701,590.1439783,996.78182,590.1439783,286.736889,590.1439783,1049.318171
590.4860081,288.1119295,590.4860081,981.9314,590.4860081,287.4616836,590.4860081,1044.633183
590.8279941,282.6361098,590.8279941,975.77332,590.8279941,275.0863489,590.8279941,1031.391694
591.1699363,274.779656,591.1699363,974.80996,591.1699363,276.7464238,591.1699363,1029.483008
591.5118345,271.2003156,591.5118345,969.81105,591.5118345,265.7915179,591.5118345,1022.122517
591.8536888,271.1780023,591.8536888,953.19157,591.8536888,259.8216931,591.8536888,1020.625287
592.1954992,282.1261698,592.1954992,958.40889,592.1954992,263.3956042,592.1954992,1024.659562
592.5372656,294.9949215,592.5372656,970.77432,592.5372656,268.4139157,592.5372656,1029.936452
592.8789881,304.5304336,592.8789881,1001.32424,592.8789881,269.3845569,592.8789881,1036.85548
593.2206665,313.3437157,593.2206665,1004.19903,593.2206665,275.5822291,593.2206665,1027.683322
593.562301,315.0223541,593.562301,996.20647,593.562301,274.6424674,593.562301,1021.583481
593.9038915,307.1691454,593.9038915,989.10543,593.9038915,262.0271452,593.9038915,1016.846486
594.2454379,312.6513536,594.2454379,1001.42838,594.2454379,259.8947989,594.2454379,1029.875955
594.5869402,311.2256587,594.5869402,1010.41232,594.5869402,277.267956,594.5869402,1034.605525
594.9283985,320.0450518,594.9283985,1021.10139,594.9283985,276.5702201,594.9283985,1043.167449
595.2698127,314.3179188,595.2698127,1011.59375,595.2698127,273.9365941,595.2698127,1033.660578
595.6111828,308.368193,595.6111828,1008.27638,595.6111828,271.792306,595.6111828,1017.822102
595.9525087,304.338259,595.9525087,1011.62883,595.9525087,278.2298849,595.9525087,1023.301085
596.2937905,293.6068039,596.2937905,1007.52793,596.2937905,266.7839834,596.2937905,1009.748968
596.6350282,286.7102546,596.6350282,997.84911,596.6350282,271.7837298,596.6350282,999.8340648
596.9762217,278.1171855,596.9762217,976.95949,596.9762217,267.4738648,596.9762217,996.6676672
597.317371,275.7339941,597.317371,976.70961,597.317371,270.5631138,597.317371,992.8732398
597.658476,280.737622,597.658476,974.13476,597.658476,281.0389769,597.658476,988.1723948
597.9995369,271.927237,597.9995369,970.80126,597.9995369,284.6000049,597.9995369,982.0032287
598.3405535,282.3975221,598.3405535,969.15359,598.3405535,281.2714384,598.3405535,972.7932495
598.6815258,279.288499,598.6815258,957.99157,598.6815258,273.8801509,598.6815258,966.5946435
599.0224539,266.9177139,599.0224539,956.57563,599.0224539,269.5983268,599.0224539,958.3246842
599.3633377,279.0728992,599.3633377,960.66482,599.3633377,271.9985938,599.3633377,974.2315446
599.7041771,273.8286436,599.7041771,954.24953,599.7041771,255.0946062,599.7041771,964.9804257
600.0449722,270.5016322,600.0449722,940.31558,600.0449722,266.0442748,600.0449722,955.5392173
600.385723,273.5986772,600.385723,946.00238,600.385723,268.1896352,600.385723,970.2069669
600.7264294,274.8129629,600.7264294,960.74047,600.7264294,276.5420228,600.7264294,970.5264273
601.0670914,281.4806928,601.0670914,973.75899,601.0670914,279.8785859,601.0670914,975.9807671
601.407709,280.2930519,601.407709,974.47484,601.407709,281.3082543,601.407709,982.3690515
601.7482822,277.4222617,601.7482822,966.15037,601.7482822,275.3442914,601.7482822,981.371427
602.088811,274.3350729,602.088811,965.46139,602.088811,276.7779504,602.088811,987.0638746
602.4292953,279.3440014,602.4292953,968.33823,602.4292953,283.2144793,602.4292953,977.6511044
602.7697351,300.0626127,602.7697351,975.0176,602.7697351,284.6607284,602.7697351,989.7665342
603.1101305,304.1224893,603.1101305,983.57472,603.1101305,299.9034251,603.1101305,989.5783394
603.4504813,306.9848426,603.4504813,978.86994,603.4504813,303.479559,603.4504813,990.0740023
603.7907877,314.3765935,603.7907877,982.22942,603.7907877,301.1164253,603.7907877,994.8518551
604.1310495,314.369727,604.1310495,964.00579,604.1310495,298.2546134,604.1310495,984.6672709
604.4712667,316.9773758,604.4712667,962.5604,604.4712667,287.5383922,604.4712667,987.9490284
604.8114394,311.4884314,604.8114394,948.08709,604.8114394,279.9078044,604.8114394,982.460084
605.1515674,312.67559,605.1515674,935.31203,605.1515674,277.0501889,605.1515674,975.8348576
605.4916509,321.5142973,605.4916509,938.9638,605.4916509,285.412015,605.4916509,978.7803591
605.8316897,325.5575487,605.8316897,943.69118,605.8316897,280.1757372,605.8316897,969.7946505
606.1716839,320.0784084,606.1716839,948.87139,606.1716839,272.7912179,606.1716839,973.7910343
606.5116335,309.3601718,606.5116335,941.97669,606.5116335,275.3977874,606.5116335,969.024639
606.8515383,311.0224583,606.8515383,937.94803,606.8515383,273.7292275,606.8515383,966.888007
607.1913985,301.7235783,607.1913985,942.37953,607.1913985,277.9939532,607.1913985,955.2413769
607.5312139,295.5350541,607.5312139,960.57536,607.5312139,286.7952628,607.5312139,960.9063201
607.8709847,298.8853837,607.8709847,968.43704,607.8709847,293.4764703,607.8709847,971.368362
608.2107106,285.7981064,608.2107106,965.83436,608.2107106,294.9033552,608.2107106,972.5480685
608.5503919,285.8119958,608.5503919,969.42539,608.5503919,296.1073836,608.5503919,955.570999
608.8900283,286.7617572,608.8900283,972.01908,608.8900283,289.44274,608.8900283,957.9286773
609.2296199,273.167884,609.2296199,971.21073,609.2296199,284.6531274,609.2296199,951.4475954
609.5691668,263.4209822,609.5691668,962.50006,609.5691668,289.8989325,609.5691668,962.1218106
609.9086688,266.050595,609.9086688,954.02896,609.9086688,293.9566218,609.9086688,960.7435026
610.2481259,272.0097793,610.2481259,955.24221,610.2481259,306.576927,610.2481259,961.720451
610.5875382,263.6666779,610.5875382,952.59707,610.5875382,299.1867515,610.5875382,966.4039775
610.9269056,266.53179,610.9269056,945.77102,610.9269056,300.6244862,610.9269056,975.1822743
611.266228,267.9715642,611.266228,937.2975,611.266228,286.36043,611.266228,985.6242174
611.6055056,256.7686341,611.6055056,933.93232,611.6055056,277.538265,611.6055056,973.9844816
611.9447383,258.9039197,611.9447383,933.199,611.9447383,280.6244178,611.9447383,966.8678102
612.2839259,259.3723771,612.2839259,925.84218,612.2839259,280.1403231,612.2839259,976.2962955
612.6230687,254.3635787,612.6230687,918.71107,612.6230687,281.3184938,612.6230687,967.9847008
612.9621664,250.095746,612.9621664,918.29577,612.9621664,272.2940243,612.9621664,963.0808483
613.3012191,246.756588,613.3012191,906.44657,613.3012191,264.671223,613.3012191,956.9096088
613.6402268,237.2098244,613.6402268,897.1318,613.6402268,251.5543807,613.6402268,946.8851532
613.9791895,239.116996,613.9791895,895.01347,613.9791895,243.9410251,613.9791895,942.1676609
614.3181071,220.7695273,614.3181071,880.2819,614.3181071,229.4027646,614.3181071,915.3798455
614.6569796,226.2529932,614.6569796,873.45231,614.6569796,227.0306352,614.6569796,911.864503
614.995807,221.010275,614.995807,855.2149,614.995807,227.7392506,614.995807,892.2136087
615.3345894,231.4833008,615.3345894,853.79128,615.3345894,229.4044381,615.3345894,894.1016256
615.6733266,242.9219152,615.6733266,851.70749,615.6733266,228.9411667,615.6733266,891.7841336
616.0120186,235.7850447,616.0120186,849.59173,616.0120186,224.6599234,616.0120186,887.3043196
616.3506655,236.2818358,616.3506655,859.12881,616.3506655,223.4891773,616.3506655,901.3353699
616.6892673,244.6154237,616.6892673,861.26449,616.6892673,233.252179,616.6892673,904.6531648
617.0278238,249.6129902,617.0278238,872.38132,617.0278238,239.6787047,617.0278238,900.6278531
617.3663351,248.4331154,617.3663351,877.38465,617.3663351,250.8769897,617.3663351,901.1366263
617.7048012,238.4272696,617.7048012,861.74177,617.7048012,248.7267623,617.7048012,895.6687568
618.043222,255.5878305,618.043222,867.01834,618.043222,262.3161459,618.043222,908.0428374
618.3815976,252.4865213,618.3815976,870.30879,618.3815976,258.500797,618.3815976,906.8368585
618.7199279,258.9165245,618.7199279,877.89064,618.7199279,268.7386081,618.7199279,915.8356946
619.0582129,256.7892761,619.0582129,889.5336,619.0582129,273.0385209,619.0582129,908.7906118
619.3964526,249.1581661,619.3964526,882.8634,619.3964526,270.167932,619.3964526,898.3357259
