,A,,B,,C,,D
410.3766121,234.752026,410.3766121,847.76996,410.3766121,211.707279,410.3766121,890.2400786
410.7387647,231.6485264,410.7387647,846.56212,410.7387647,218.8482888,410.7387647,890.925029
411.1008822,233.5541269,411.1008822,849.87696,411.1008822,222.6599478,411.1008822,900.8650968
411.4629647,240.9379809,411.4629647,858.40035,411.4629647,231.4738446,411.4629647,895.1851711
411.825012,249.2837117,411.825012,871.21694,411.825012,243.8691876,411.825012,896.4021869
412.1870243,260.2446235,412.1870243,870.52517,412.1870243,242.6836332,412.1870243,899.2612623
412.5490014,255.9603827,412.5490014,876.21497,412.5490014,235.0635653,412.5490014,893.8260218
412.9109434,260.7369124,412.9109434,885.72738,412.9109434,245.5569527,412.9109434,908.7811537
413.2728501,268.5939356,413.2728501,892.11226,413.2728501,246.2697275,413.2728501,916.3477495
413.6347218,260.9757137,413.6347218,896.85462,413.6347218,252.2268796,413.6347218,920.1426884
413.9965582,253.3362315,413.9965582,894.19002,413.9965582,244.34915,413.9965582,915.5840818
414.3583593,251.9159018,414.3583593,901.08325,414.3583593,249.8358253,414.3583593,930.7582887
414.7201253,249.5494572,414.7201253,908.4733,414.7201253,251.0421302,414.7201253,935.5452345
415.081856,258.1266158,415.081856,910.37522,415.081856,263.1916936,415.081856,928.455329
415.4435514,254.5470336,415.4435514,910.58836,415.4435514,257.7068139,415.4435514,938.60575
415.8052116,251.6820533,415.8052116,901.57143,415.8052116,260.0814679,415.8052116,937.3985539
416.1668364,248.3493243,416.1668364,917.90746,416.1668364,267.7042175,416.1668364,945.212694
416.5284259,252.3934883,416.5284259,930.19478,416.5284259,271.509088,416.5284259,950.3996022
416.8899801,245.0019898,416.8899801,926.14406,416.8899801,268.1666895,416.8899801,944.9296247
417.2514989,256.451811,417.2514989,938.74551,417.2514989,268.4232506,417.2514989,948.3037924
417.6129823,262.4227136,417.6129823,957.96689,417.6129823,266.2969284,417.6129823,963.5025567
417.9744303,273.6343854,417.9744303,954.47868,417.9744303,278.2228693,417.9744303,980.1225082
418.335843,276.015978,418.335843,947.3806,418.335843,276.0794863,418.335843,983.4339969
418.6972202,277.9102902,418.6972202,953.02332,418.6972202,277.4975088,418.6972202,985.9988762
419.0585619,277.2128829,419.0585619,961.83317,419.0585619,281.8013005,419.0585619,996.9364357
419.4198682,275.7927339,419.4198682,968.01369,419.4198682,279.6668833,419.4198682,986.5596991
419.7811391,276.0397282,419.7811391,971.82848,419.7811391,275.150532,419.7811391,988.0090056
420.1423744,273.8839914,420.1423744,957.11937,420.1423744,268.2312304,420.1423744,987.967332
420.5035742,277.6919289,420.5035742,939.12759,420.5035742,259.8918467,420.5035742,987.4850174
420.8647385,293.6805395,420.8647385,949.40506,420.8647385,270.1646163,420.8647385,992.5590059
421.2258672,288.6757595,421.2258672,931.88151,421.2258672,269.2084786,421.2258672,985.9240567
421.5869604,290.8184339,421.5869604,923.59546,421.5869604,279.4500281,421.5869604,972.91051
421.948018,294.6381974,421.948018,930.96112,421.948018,275.6479186,421.948018,970.3377
422.30904,291.3033316,422.30904,925.27843,422.30904,277.3145888,422.30904,958.7416811
422.6700264,290.3542706,422.6700264,922.21224,422.6700264,270.886567,422.6700264,960.4092944
423.0309771,277.2258309,423.0309771,916.91391,423.0309771,260.3778641,423.0309771,945.4079041
423.3918922,271.0185642,423.3918922,909.76577,423.3918922,269.8912108,423.3918922,943.2294612
423.7527716,270.3020525,423.7527716,911.88958,423.7527716,271.3182474,423.7527716,952.9238494
424.1136153,278.1682474,424.1136153,913.5679,424.1136153,277.7554381,424.1136153,965.2489789
424.4744234,275.8056225,424.4744234,934.92962,424.4744234,293.9691863,424.4744234,970.753902
424.8351957,270.7750675,424.8351957,922.29261,424.8351957,282.9843863,424.8351957,974.9139658
425.1959323,273.8658187,425.1959323,928.42827,425.1959323,283.2169617,425.1959323,974.4226024
425.5566331,266.232764,425.5566331,921.28965,425.5566331,279.6325421,425.5566331,983.3695368
425.9172981,257.1537016,425.9172981,913.14661,425.9172981,276.7443774,425.9172981,971.6772704
426.2779274,253.8069516,426.2779274,924.22512,426.2779274,267.6825575,426.2779274,973.9969033
426.6385209,258.808744,426.6385209,925.88357,426.6385209,273.6361239,426.6385209,972.5801469
426.9990785,270.9660075,426.9990785,935.62577,426.9990785,271.9820091,426.9990785,984.9215123
427.3596003,271.9411879,427.3596003,941.85221,427.3596003,268.4324741,427.3596003,994.6961642
427.7200862,273.6115378,427.7200862,936.4212,427.7200862,269.3883851,427.7200862,995.8902278
428.0805363,262.8751769,428.0805363,937.06512,428.0805363,262.224228,428.0805363,979.5027152
428.4409504,259.5276313,428.4409504,927.31843,428.4409504,250.3029655,428.4409504,969.0483411
428.8013287,253.0980685,428.8013287,929.68668,428.8013287,255.0668653,428.8013287,961.0086667
429.161671,253.8256391,429.161671,940.37966,429.161671,258.1761813,429.161671,969.5712579
429.5219774,265.969137,429.5219774,940.84403,429.5219774,256.5065066,429.5219774,962.4661542
429.8822478,267.8847704,429.8822478,935.67403,429.8822478,249.1329127,429.8822478,956.1151489
430.2424823,270.2615668,430.2424823,922.64456,430.2424823,246.7467209,430.2424823,945.217124
430.6026807,266.4401921,430.6026807,911.24913,430.6026807,243.1635956,430.6026807,935.7160247
430.9628431,265.9437105,430.9628431,899.8238,430.9628431,239.334223,430.9628431,930.9163634
431.3229695,262.1125374,431.3229695,900.93736,431.3229695,237.6476821,431.3229695,921.3810878
431.6830599,266.1433991,431.6830599,899.22608,431.6830599,233.8220028,431.6830599,906.6560024
432.0431142,277.1191091,432.0431142,912.79008,432.0431142,240.7497314,432.0431142,910.5185137
432.4031324,285.2169754,432.4031324,914.93035,432.4031324,249.8027296,432.4031324,909.819301
432.7631145,287.8117276,432.7631145,913.9111,432.7631145,245.9717922,432.7631145,903.83142
433.1230605,282.5499335,433.1230605,903.89722,433.1230605,244.2832868,433.1230605,903.2820492
433.4829703,270.6279312,433.4829703,905.25334,433.4829703,237.5982304,433.4829703,902.7455047
433.842844,272.7775953,433.842844,927.27735,433.842844,251.4149921,433.842844,919.3292175
434.2026816,263.4922351,434.2026816,930.34802,434.2026816,257.3658878,434.2026816,934.2271292
434.5624829,255.8701729,434.5624829,952.33023,434.5624829,258.7905533,434.5624829,942.019045
434.9222481,246.8143557,434.9222481,958.68385,434.9222481,256.63912,434.9222481,931.1087942
435.281977,249.1958526,435.281977,968.1442,435.281977,261.1629488,435.281977,941.9904981
435.6416697,241.0893905,435.6416697,966.20993,435.6416697,258.0561861,435.6416697,952.3538502
436.0013261,233.9302847,436.0013261,963.07351,436.0013261,257.3244547,436.0013261,957.0207602
436.3609463,231.7670393,436.3609463,965.82988,436.3609463,243.9719005,436.3609463,959.3049235
436.7205301,238.9395102,436.7205301,980.36789,436.7205301,256.6203395,436.7205301,985.4267222
437.0800777,237.2780569,437.0800777,987.24389,437.0800777,257.8162451,437.0800777,990.6478463
437.439589,242.5238733,437.439589,991.76514,437.439589,252.5869468,437.439589,1003.441994
437.7990638,245.3738123,437.7990638,987.24618,437.7990638,247.8181081,437.7990638,1000.57776
438.1585024,264.4289981,438.1585024,1006.6658,438.1585024,253.0655628,438.1585024,1008.178468
438.5179046,267.7596442,438.5179046,998.85881,438.5179046,253.539854,438.5179046,1020.697344
438.8772703,270.3846145,438.8772703,1011.40924,438.8772703,257.8313413,438.8772703,1039.861994
439.2365997,273.7257528,439.2365997,1026.09285,439.2365997,265.2195564,439.2365997,1061.393983
439.5958926,278.9705786,439.5958926,1070.07002,439.5958926,269.2743235,439.5958926,1075.361562
439.9551491,278.9508562,439.9551491,1079.21047,439.9551491,265.2085563,439.9551491,1096.310074
440.3143691,281.3337113,440.3143691,1098.11504,440.3143691,281.8732009,440.3143691,1125.364778
440.6735527,283.223983,440.6735527,1134.42578,440.6735527,290.1890558,440.6735527,1153.40451
441.0326997,293.4536673,441.0326997,1187.98801,441.0326997,288.5196836,441.0326997,1192.093596
441.3918103,292.4939667,441.3918103,1244.80796,441.3918103,298.2683842,441.3918103,1245.845614
441.7508843,290.3586276,441.7508843,1307.31271,441.7508843,306.1271169,441.7508843,1314.949283
442.1099217,286.2983637,442.1099217,1382.41175,442.1099217,312.297344,442.1099217,1391.927083
442.4689226,302.4938214,442.4689226,1475.00696,442.4689226,331.3443865,442.4689226,1483.338274
442.8278869,312.7135156,442.8278869,1559.8868,442.8278869,347.2681863,442.8278869,1585.612153
443.1868146,321.2623816,443.1868146,1686.03246,443.1868146,343.6840307,443.1868146,1711.494052
443.5457057,341.958291,443.5457057,1828.78383,443.5457057,367.7043507,443.5457057,1874.855871
443.9045602,379.8170871,443.9045602,2039.07046,443.9045602,404.8436959,443.9045602,2078.276247
444.263378,412.3928924,444.263378,2302.10406,444.263378,426.2419966,444.263378,2341.459805
444.6221591,440.8567519,444.6221591,2609.9679,444.6221591,443.2961331,444.6221591,2649.223115
444.9809036,476.7162027,444.9809036,3001.67812,444.9809036,503.377791,444.9809036,3059.632828
445.3396113,537.4969887,445.3396113,3488.84485,445.3396113,562.2440798,445.3396113,3588.707205
445.6982823,603.382397,445.6982823,4090.73518,445.6982823,627.8733545,445.6982823,4261.769535
446.0569166,691.5962238,446.0569166,4853.37648,446.0569166,720.3319889,446.0569166,5068.130009
446.4155142,777.264525,446.4155142,5735.53181,446.4155142,800.0559007,446.4155142,5996.479431
446.7740749,889.1894171,446.7740749,6785.32115,446.7740749,907.7000492,446.7740749,7079.804824
447.1325989,1020.616654,447.1325989,7919.11053,447.1325989,1038.632496,447.1325989,8269.257835
447.4910861,1140.981464,447.4910861,9141.799,447.4910861,1152.842415,447.4910861,9558.822323
447.8495364,1259.214239,447.8495364,10403.99211,447.8495364,1276.245852,447.8495364,10901.86862
448.2079499,1393.245339,448.2079499,11695.65516,448.2079499,1406.490685,448.2079499,12281.71373
448.5663265,1522.542138,448.5663265,12998.98663,448.5663265,1556.699463,448.5663265,13637.34876
448.9246663,1659.5985,448.9246663,14225.33971,448.9246663,1677.277124,448.9246663,14929.41789
449.2829691,1770.167629,449.2829691,15350.03648,449.2829691,1789.706642,449.2829691,16067.08159
449.6412351,1868.447686,449.6412351,16255.64803,449.6412351,1873.90314,449.6412351,17002.52461
449.9994641,1942.043459,449.9994641,16957.86354,449.9994641,1945.152271,449.9994641,17736.83394
450.3576562,1999.242581,450.3576562,17433.52809,450.3576562,1990.1698,450.3576562,18227.25686
450.7158113,2028.579255,450.7158113,17645.74076,450.7158113,2012.716565,450.7158113,18445.92183
451.0739295,2026.860749,451.0739295,17610.12015,451.0739295,2013.808807,451.0739295,18439.74328
451.4320106,2014.002437,451.4320106,17348.71841,451.4320106,2020.856499,451.4320106,18181.17379
451.7900547,1974.424738,451.7900547,16892.10091,451.7900547,1970.738712,451.7900547,17693.64748
452.1480618,1914.367759,452.1480618,16258.6399,452.1480618,1910.445614,452.1480618,16998.95582
452.5060319,1845.672579,452.5060319,15402.43388,452.5060319,1827.910127,452.5060319,16149.77226
452.8639649,1764.030936,452.8639649,14457.12369,452.8639649,1743.909056,452.8639649,15142.83655
453.2218607,1668.248731,453.2218607,13400.37734,453.2218607,1643.411986,453.2218607,14050.74725
453.5797195,1570.618908,453.5797195,12350.28972,453.5797195,1557.986162,453.5797195,12938.71885
453.9375412,1469.01961,453.9375412,11264.92567,453.9375412,1454.257801,453.9375412,11806.12482
454.2953258,1363.090789,454.2953258,10222.16072,454.2953258,1357.501118,454.2953258,10735.47701
454.6530732,1257.93705,454.6530732,9219.71319,454.6530732,1243.148465,454.6530732,9714.730693
455.0107834,1157.463977,455.0107834,8297.32768,455.0107834,1139.594656,455.0107834,8719.95191
455.3684564,1072.1076,455.3684564,7455.69451,455.3684564,1042.177874,455.3684564,7831.004378
455.7260922,988.2719584,455.7260922,6677.52154,455.7260922,967.5371311,455.7260922,7018.076747
456.0836909,910.9879689,456.0836909,5982.88795,456.0836909,906.7941371,456.0836909,6294.237041
456.4412522,838.3279021,456.4412522,5386.48292,456.4412522,832.4748355,456.4412522,5650.118197
456.7987763,769.6512859,456.7987763,4854.79441,456.7987763,764.2682565,456.7987763,5106.138766
457.1562632,718.962313,457.1562632,4401.74771,457.1562632,716.4196018,457.1562632,4646.325459
457.5137127,675.8416767,457.5137127,4022.00466,457.5137127,673.5349135,457.5137127,4239.164451
457.871125,634.3491103,457.871125,3702.64031,457.871125,632.9898226,457.871125,3895.146027
458.2284999,604.7510204,458.2284999,3442.31426,458.2284999,608.8460128,458.2284999,3586.160413
458.5858375,588.6713741,458.5858375,3226.50876,458.5858375,586.3623873,458.5858375,3346.492452
458.9431377,567.1170185,458.9431377,3036.52475,458.9431377,568.3667146,458.9431377,3152.044353
459.3004005,551.6633938,459.3004005,2878.06641,459.3004005,546.2684314,459.3004005,2980.240973
459.657626,535.0415083,459.657626,2753.04644,459.657626,527.0348207,459.657626,2846.011823
460.014814,519.1705165,460.014814,2630.18837,460.014814,502.140045,460.014814,2737.920176
460.3719646,518.9653651,460.3719646,2562.48432,460.3719646,495.0476064,460.3719646,2657.695027
460.7290778,509.496619,460.7290778,2497.05497,460.7290778,478.9251964,460.7290778,2591.153228
461.0861535,504.7657797,461.0861535,2463.05999,461.0861535,471.3414369,461.0861535,2557.652824
461.4431917,505.4927008,461.4431917,2454.95287,461.4431917,469.6921827,461.4431917,2547.687834
461.8001924,508.8147531,461.8001924,2466.84725,461.8001924,469.9274749,461.8001924,2562.371996
462.1571556,512.6115659,462.1571556,2496.24377,462.1571556,479.9017362,462.1571556,2609.466664
462.5140813,513.7864987,462.5140813,2557.31543,462.5140813,503.1644415,462.5140813,2667.685044
462.8709694,526.6049703,462.8709694,2656.39414,462.8709694,512.4227098,462.8709694,2775.758579
463.22782,531.8316705,463.22782,2795.93878,463.22782,520.0243264,463.22782,2902.380908
463.5846329,557.7502618,463.5846329,2977.61143,463.5846329,541.1971359,463.5846329,3077.406381
463.9414083,578.4080499,463.9414083,3191.14528,463.9414083,570.876984,463.9414083,3296.577581
464.298146,613.0794396,464.298146,3435.94347,464.298146,598.9069527,464.298146,3552.992302
464.6548462,649.3548277,464.6548462,3723.55237,464.6548462,639.6941544,464.6548462,3859.059074
465.0115086,679.2469328,465.0115086,4056.14306,465.0115086,685.4744376,465.0115086,4185.792787
465.3681334,715.2977751,465.3681334,4458.80671,465.3681334,719.6272376,465.3681334,4594.975539
465.7247205,747.3258357,465.7247205,4903.51449,465.7247205,767.765424,465.7247205,5054.830672
466.0812699,800.1259673,466.0812699,5409.78481,466.0812699,805.3992877,466.0812699,5580.637347
466.4377816,856.6895638,466.4377816,5959.32878,466.4377816,858.6462622,466.4377816,6152.475527
466.7942556,920.1170226,466.7942556,6541.40473,466.7942556,922.0725865,466.7942556,6768.847041
467.1506917,985.8636071,467.1506917,7181.79044,467.1506917,1005.54764,467.1506917,7454.617292
467.5070901,1071.376461,467.5070901,7914.9816,467.5070901,1081.124281,467.5070901,8221.12925
467.8634508,1161.800399,467.8634508,8697.2384,467.8634508,1170.124057,467.8634508,9030.439397
468.2197736,1240.776848,468.2197736,9499.5392,468.2197736,1263.479059,468.2197736,9902.132346
468.5760586,1340.754106,468.5760586,10384.28317,468.5760586,1355.425913,468.5760586,10840.44298
468.9323057,1450.295226,468.9323057,11330.13403,468.9323057,1444.943228,468.9323057,11827.80212
469.288515,1559.793616,469.288515,12276.38255,469.288515,1557.26904,469.288515,12813.27827
469.6446864,1681.145334,469.6446864,13259.47774,469.6446864,1654.65372,469.6446864,13816.22311
470.0008199,1797.436112,470.0008199,14241.72647,470.0008199,1773.552905,470.0008199,14829.89577
470.3569155,1911.180627,470.3569155,15229.12195,470.3569155,1887.083642,470.3569155,15874.36845
470.7129732,2022.249782,470.7129732,16227.40544,470.7129732,1994.660241,470.7129732,16909.04298
471.0689929,2152.817826,471.0689929,17210.16195,471.0689929,2087.790745,471.0689929,17937.77247
471.4249747,2250.182328,471.4249747,18096.3255,471.4249747,2201.820199,471.4249747,18904.14302
471.7809184,2360.756921,471.7809184,18950.61934,471.7809184,2301.216865,471.7809184,19780.30897
472.1368242,2477.907359,472.1368242,19824.48354,472.1368242,2397.863774,472.1368242,20691.08531
472.492692,2566.20448,472.492692,20600.61068,472.492692,2490.884425,472.492692,21472.29421
472.8485217,2654.632434,472.8485217,21277.36186,472.8485217,2585.896398,472.8485217,22196.96357
473.2043134,2730.075787,473.2043134,21938.49712,473.2043134,2659.284166,473.2043134,22881.5907
473.560067,2804.055912,473.560067,22542.12438,473.560067,2748.451232,473.560067,23529.76614
473.9157826,2864.478228,473.9157826,23061.13031,473.9157826,2825.665619,473.9157826,24108.37243
474.27146,2928.835096,474.27146,23505.73549,474.27146,2880.967642,474.27146,24588.35109
474.6270993,2996.837308,474.6270993,23937.17455,474.6270993,2952.715165,474.6270993,24998.87724
474.9827005,3038.43071,474.9827005,24257.01354,474.9827005,3017.804527,474.9827005,25338.26583
475.3382635,3093.047418,475.3382635,24552.79834,475.3382635,3056.162742,475.3382635,25614.74737
475.6937884,3126.679943,475.6937884,24758.09605,475.6937884,3091.199333,475.6937884,25807.46798
476.049275,3141.807416,476.049275,24880.11538,476.049275,3122.360344,476.049275,25909.24805
476.4047235,3171.192832,476.4047235,24928.38514,476.4047235,3139.675291,476.4047235,26001.89972
476.7601337,3169.093297,476.7601337,24914.42599,476.7601337,3153.13505,476.7601337,25993.68175
477.1155057,3181.351382,477.1155057,24770.2165,477.1155057,3161.680123,477.1155057,25862.76599
477.4708395,3178.016212,477.4708395,24539.80879,477.4708395,3138.608755,477.4708395,25632.88131
477.8261349,3171.607788,477.8261349,24242.27385,477.8261349,3111.760018,477.8261349,25297.68731
478.1813921,3136.076761,478.1813921,23833.97226,478.1813921,3087.131627,478.1813921,24848.64714
478.536611,3092.301972,478.536611,23281.83571,478.536611,3025.908287,478.536611,24316.44675
478.8917915,3027.03962,478.8917915,22684.68079,478.8917915,2962.47672,478.8917915,23666.97813
479.2469337,2938.48729,479.2469337,21943.3099,479.2469337,2887.839964,479.2469337,22885.68192
479.6020375,2849.443402,479.6020375,21123.65622,479.6020375,2798.061651,479.6020375,22063.83333
479.957103,2739.495445,479.957103,20209.84095,479.957103,2683.875946,479.957103,21091.36908
480.3121301,2610.638365,480.3121301,19228.74418,480.3121301,2576.187541,480.3121301,20029.86708
480.6671187,2508.907585,480.6671187,18231.59924,480.6671187,2449.446526,480.6671187,18927.48534
481.0220689,2371.24566,481.0220689,17172.1933,481.0220689,2312.885253,481.0220689,17811.05923
481.3769807,2226.306475,481.3769807,16044.03131,481.3769807,2180.279826,481.3769807,16663.60164
481.731854,2070.152207,481.731854,14915.49631,481.731854,2026.410054,481.731854,15467.86522
482.0866889,1934.052159,482.0866889,13837.67964,482.0866889,1894.012281,482.0866889,14332.19367
482.4414852,1791.424095,482.4414852,12758.4561,482.4414852,1773.643448,482.4414852,13177.48672
482.796243,1676.525427,482.796243,11692.73672,482.796243,1634.982732,482.796243,12078.10229
483.1509623,1551.632949,483.1509623,10713.63797,483.1509623,1501.573128,483.1509623,11040.86006
483.505643,1434.68838,483.505643,9785.49559,483.505643,1385.282682,483.505643,10081.28096
483.8602852,1335.147539,483.8602852,8914.05219,483.8602852,1280.976878,483.8602852,9177.863683
484.2148888,1228.536174,484.2148888,8094.79461,484.2148888,1175.730332,484.2148888,8336.401572
484.5694537,1122.056886,484.5694537,7329.19912,484.5694537,1075.816631,484.5694537,7573.001156
484.9239801,1043.584149,484.9239801,6650.69813,484.9239801,990.9273251,484.9239801,6881.178336
485.2784678,983.6047082,485.2784678,6075.95452,485.2784678,920.2667369,485.2784678,6222.655555
485.6329169,920.7677475,485.6329169,5525.66558,485.6329169,870.4100208,485.6329169,5680.012467
485.9873273,862.9842517,485.9873273,5017.57005,485.9873273,804.0717959,485.9873273,5168.118159
486.341699,792.327799,486.341699,4578.91375,486.341699,735.2774056,486.341699,4715.457613
486.696032,716.4140227,486.696032,4189.60926,486.696032,682.3335973,486.696032,4309.718016
487.0503263,672.8433662,487.0503263,3841.46101,487.0503263,656.5392949,487.0503263,3978.04154
487.4045818,626.776532,487.4045818,3540.08318,487.4045818,612.1274742,487.4045818,3664.237597
487.7587986,575.9008026,487.7587986,3258.48101,487.7587986,565.5196597,487.7587986,3380.797593
488.1129766,550.9866969,488.1129766,3035.83136,488.1129766,539.4155771,488.1129766,3153.480569
488.4671158,516.9847191,488.4671158,2815.78603,488.4671158,513.2482538,488.4671158,2945.488992
488.8212162,491.8001613,488.8212162,2643.58425,488.8212162,494.7139122,488.8212162,2743.18138
489.1752778,452.0910127,489.1752778,2463.0946,489.1752778,465.9350024,489.1752778,2578.455613
489.5293006,425.4225325,489.5293006,2316.6197,489.5293006,432.3774327,489.5293006,2410.622853
489.8832844,393.3199127,489.8832844,2185.60552,489.8832844,410.7348818,489.8832844,2274.328881
490.2372294,385.7370232,490.2372294,2081.1089,490.2372294,401.2527066,490.2372294,2167.806723
490.5911355,377.6624766,490.5911355,1978.31717,490.5911355,383.9077189,490.5911355,2058.767073
490.9450027,362.8968008,490.9450027,1880.21005,490.9450027,363.4357913,490.9450027,1940.56355
491.298831,345.7719136,491.298831,1784.70498,491.298831,348.2135982,491.298831,1842.525928
491.6526203,352.7319795,491.6526203,1722.53601,491.6526203,366.3521978,491.6526203,1782.274171
492.0063707,342.7474153,492.0063707,1648.3163,492.0063707,349.7091936,492.0063707,1698.696308
492.360082,343.9535309,492.360082,1575.0338,492.360082,339.0211426,492.360082,1629.208995
492.7137544,313.238055,492.7137544,1493.99879,492.7137544,314.2532889,492.7137544,1550.090505
493.0673877,306.8162765,493.0673877,1430.2164,493.0673877,312.8286579,493.0673877,1495.047768
493.4209821,302.7774394,493.4209821,1382.43318,493.4209821,310.931852,493.4209821,1437.168412
493.7745373,302.7789145,493.7745373,1328.95028,493.7745373,306.4120111,493.7745373,1375.466094
494.1280535,298.2216101,494.1280535,1270.57732,494.1280535,289.4800505,494.1280535,1316.405338
494.4815306,290.5874126,494.4815306,1210.12425,494.4815306,291.1268006,494.4815306,1264.227265
494.8349686,291.0661746,494.8349686,1170.96821,494.8349686,283.7523862,494.8349686,1225.090694
495.1883675,283.4488697,495.1883675,1139.5695,495.1883675,287.5579668,495.1883675,1182.617277
495.5417273,274.8637048,495.5417273,1096.76985,495.5417273,260.6468047,495.5417273,1152.813291
495.8950479,273.6597767,495.8950479,1066.72536,495.8950479,266.5835845,495.8950479,1128.446937
496.2483293,268.1658785,496.2483293,1044.21072,496.2483293,264.1836748,496.2483293,1083.274238
496.6015716,289.1371163,496.6015716,1038.64928,496.6015716,281.585847,496.6015716,1084.094973
496.9547746,287.2279064,496.9547746,1029.17971,496.9547746,274.9171404,496.9547746,1058.331485
497.3079384,289.3673358,497.3079384,1008.61532,497.3079384,269.2034807,497.3079384,1055.48966
497.661063,282.4619072,497.661063,1007.41743,497.661063,259.916917,497.661063,1049.33104
498.0141483,274.3737144,498.0141483,994.1924,498.0141483,254.4449998,498.0141483,1047.450929
498.3671943,271.7585608,498.3671943,1002.946,498.3671943,252.5432332,498.3671943,1040.373503
498.7202011,269.1452529,498.7202011,1004.85287,498.7202011,261.5925248,498.7202011,1048.658693
499.0731685,285.105032,499.0731685,1011.99394,499.0731685,265.4149071,499.0731685,1056.035226
499.4260966,283.6544403,499.4260966,1005.0636,499.4260966,269.4395072,499.4260966,1041.308855
499.7789854,292.9456857,499.7789854,1012.89934,499.7789854,273.0199176,499.7789854,1043.946049
500.1318348,293.4365428,500.1318348,1023.58251,500.1318348,279.4597328,500.1318348,1061.478082
500.4846448,275.3175948,500.4846448,1022.5214,500.4846448,271.0975164,500.4846448,1064.900868
500.8374154,278.6389596,500.8374154,1027.91996,500.8374154,267.5180096,500.8374154,1064.155524
501.1901466,284.595894,501.1901466,1043.5406,501.1901466,271.8094705,501.1901466,1058.516412
501.5428384,287.9445551,501.5428384,1045.96322,501.5428384,281.3451422,501.5428384,1076.527815
501.8954908,287.4742382,501.8954908,1060.86462,501.8954908,286.5858599,501.8954908,1085.285748
502.2481036,288.6506963,502.2481036,1051.13358,502.2481036,279.1959482,502.2481036,1089.724909
502.600677,296.9733388,502.600677,1053.95114,502.600677,268.9582943,502.600677,1105.527058
502.9532109,300.0626127,502.9532109,1061.02495,502.9532109,267.2891241,502.9532109,1117.318496
503.3057053,299.3714008,503.3057053,1075.74468,503.3057053,281.3506132,503.3057053,1127.313291
503.6581601,298.8962672,503.6581601,1094.87574,503.6581601,281.1133244,503.6581601,1135.105763
504.0105754,301.5222575,504.0105754,1096.32284,504.0105754,285.8810126,504.0105754,1148.35534
504.3629511,315.3358674,504.3629511,1104.87183,504.3629511,295.6509011,504.3629511,1147.933388
504.7152873,304.3766541,504.7152873,1110.95986,504.7152873,289.2118144,504.7152873,1173.368639
505.0675838,286.0298069,505.0675838,1116.29774,505.0675838,289.6624017,505.0675838,1188.607848
505.4198407,298.6380409,505.4198407,1138.00677,505.4198407,290.6120352,505.4198407,1198.036119
505.772058,304.824393,505.772058,1157.36205,505.772058,297.2747038,505.772058,1220.447223
506.1242356,318.6387142,506.1242356,1185.26478,506.1242356,310.6138708,506.1242356,1252.345769
506.4763735,309.110274,506.4763735,1211.40391,506.4763735,309.8873916,506.4763735,1264.321838
506.8284718,298.636592,506.8284718,1236.85298,506.8284718,306.3130027,506.8284718,1286.458058
507.1805303,302.4284864,507.1805303,1259.6676,507.1805303,301.7782405,507.1805303,1298.891171
507.5325492,287.6549517,507.5325492,1271.35958,507.5325492,302.4677479,507.5325492,1310.340701
507.8845283,289.7869971,507.8845283,1303.84563,507.8845283,294.3703943,507.8845283,1326.795043
508.2364676,298.1145255,508.2364676,1324.11521,508.2364676,291.9929087,508.2364676,1349.180588
508.5883671,309.537329,508.5883671,1346.98771,508.5883671,302.702692,508.5883671,1361.685631
508.9402269,329.0643119,508.9402269,1367.33975,508.9402269,302.4875269,508.9402269,1394.987839
509.2920468,325.7157672,509.2920468,1367.26558,509.2920468,294.1439041,509.2920468,1407.391156
509.643827,324.5235125,509.643827,1369.60839,509.643827,296.9957474,509.643827,1420.562084
509.9955672,319.2874206,509.9955672,1383.25174,509.9955672,295.5648322,509.9955672,1425.960294
510.3472677,311.6636935,510.3472677,1374.25031,510.3472677,304.5916526,510.3472677,1416.254503
510.6989282,308.3353618,510.6989282,1365.30739,510.6989282,307.9230884,510.6989282,1409.904709
511.0505488,305.4781717,511.0505488,1353.75446,511.0505488,313.1526361,511.0505488,1411.775341
511.4021296,306.6511278,511.4021296,1328.71895,511.4021296,302.9090601,511.4021296,1396.874044
511.7536703,296.6456251,511.7536703,1307.21446,511.7536703,294.330524,511.7536703,1380.324023
512.1051712,284.4829152,512.1051712,1281.39665,512.1051712,285.022047,512.1051712,1353.338325
512.4566321,288.056209,512.4566321,1259.73849,512.4566321,292.4008232,512.4566321,1343.942543
512.808053,283.2888558,512.808053,1239.18947,512.808053,287.6335214,512.808053,1312.805938
513.1594339,269.4703769,513.1594339,1221.41445,513.1594339,286.18299,513.1594339,1280.900854
513.5107747,261.6135662,513.5107747,1203.46632,513.5107747,282.608045,513.5107747,1245.992536
513.8620756,262.0874226,513.8620756,1182.94373,513.8620756,274.5195809,513.8620756,1217.698096
514.2133364,264.4686965,514.2133364,1163.61547,514.2133364,265.0078705,514.2133364,1202.856028
514.5645571,266.1273617,514.5645571,1136.69806,514.5645571,261.1955698,514.5645571,1177.59803
514.9157378,263.026225,514.9157378,1117.07981,514.9157378,246.6758885,514.9157378,1157.278164
515.2668783,262.7896311,515.2668783,1112.60177,515.2668783,245.2496621,515.2668783,1144.546029
515.6179787,266.122226,515.6179787,1094.67745,515.6179787,256.6709128,515.6179787,1131.81749
515.969039,260.4166275,515.969039,1081.7091,515.969039,250.9646646,515.969039,1127.347765
